Player,Team,Position,Games,PPR Fantasy Points,PPR Fantasy Points Per Game,Routes Run,Route Participation Percent,Rushing Snap Count,Rushing Snap Percent,Rushing Attempts,Rushing Yards,Rushing Yards Per Carry,Rushing Touchdowns,Rushing Fumbles,Rushing Fumbles Lost,Rushing First Downs,Red Zone Rush Attempts,Goal Line Rush Attempts,Goal Line Rushing Touchdowns,Rushing EPA,Rushing EPA Per Attempt,Rushing DYAR,Rushing DVOA,Rushing Success Rate,Yards Before Contact,Yards After Contact,Avoided Tackles,Avoided Tackle Percent,Win Yards Per Attempt,Explosive Runs,Explosive Run Rate,Explosive Yards,Explosive Touchdowns,Juke Rate,Stacked Box Yards Per Attempt,Second Level Yards Per Attempt,Open Field Yards Per Attempt,Adjusted Line Yards Per Attempt,Stuffed Rate,Power Run Success Rate,Inside Zone Attempts,Inside Zone Percent,Inside Zone Yards Per Attempt,Outside Zone Attempts,Outside Zone Percent,Outside Zone Yards Per Attempt,Power Attempts,Power Percent,Power Yards Per Attempt,Man/Duo Attempts,Man/Duo Percent,Man/Duo Yards Per Attempt,Counter Attempts,Counter Percent,Counter Yards Per Attempt,Stacked Box Attempts,Stacked Box Percent,Stacked Box Run Yards Per Attempt,Designed Run Attempts,Designed Run Percent,Designed Run Yards Per Attempt,Scramble Attempts,Scramble Percent,Scramble Yards Per Attempt,Rushing Attempt Share,Touches,Touch Share,Rushing Opportunities,Rushing Opportunity Share,Team Rushing Attempt Share,Team Rushing Touch Share,Team Rushing Opportunity Share,Rushing Attempts Per Game,Touches Per Game,Receiving Snap Count,Receiving Snap Percent,Targets,Receptions,Receiving Yards,Receiving Touchdowns,Yards Per Target,Yards Per Reception,Catch Percent,Yards After Catch,Yards After Catch Per Reception,Receiving First Downs,Longest Reception,100 Plus Yard Games,Targets Per Game,Receptions Per Game,Receiving Yards Per Game,End Zone Targets,End Zone Touchdowns,Receiving EPA,Receiving EPA Per Target,Receiving DYAR,Receiving DVOA,Routes Run Efficiency,Yards Per Route Run,Explosive Receptions,Explosive Reception Rate,Explosive Receiving Yards,Explosive Receiving Touchdowns,Catchable Targets,Catchable Target Rate,Adjusted Catch Percent,Contested Targets,Contested Target Rate,Contested Receptions,Contested Catch Rate,Created Catches,Drops,Drop Rate,Receiving Success Rate,Forced Missed Tackles,Single-High Coverage Target Percent,Single-High Coverage Yards Per Route Run,Two-High Coverage Target Percent,Two-High Coverage Yards Per Route Run,Zero Coverage Target Percent,Zero Coverage Yards Per Route Run,Man Coverage Target Percent,Man Coverage Yards Per Route Run,Zone Coverage Target Percent,Zone Coverage Yards Per Route Run,Tight Coverage Percent,Step Coverage Rate,Open Target Percent,Wide Open Target Percent,Close Coverage Target Percent,Wide Alignment Routes,Wide Alignment Percent,Wide Alignment Yards Per Route Run,Slot Alignment Routes,Slot Alignment Percent,Slot Alignment Yards Per Route Run,Backfield Alignment Routes,Backfield Alignment Percent,Backfield Alignment Yards Per Route Run,Inline Alignment Routes,Inline Alignment Percent,Inline Alignment Yards Per Route Run,Off-Line Alignment Routes,Off-Line Alignment Percent,Off-Line Alignment Yards Per Route Run,Air Yards,Average Depth of Target,Air Yards Per Game,Air Yards Per Route Run,Receiver Air Conversion Ratio,Weighted Opportunity Rating,Team Air Yards Share,Catchable Air Yards,Catchable Air Yards Rate,Prayer Yards,Prayer Yard Rate,Dropped Air Yards,20 Plus Yard Targets,20 Plus Yard Catches,20 Plus Yard Catch Rate,20 Plus Target Percent,20 Plus Yard Receiving Yards,20 Plus Yard Receiving Touchdowns,Target Share,First Read Targets,First Read Target Rate,First Read Target Share,Receiving Opportunities,Receiving Opportunity Share,Season
Davante Adams,LV,WR,17.0,265.9,15.641,569.0,95.31,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929.0,91.168,175.0,103.0,1149.0,8.0,6.566,11.155,58.857,336.0,3.262,61.0,46.0,3.0,10.294,6.059,67.588,12.0,6.0,15.132,0.086,17.0,-11.76,569.0,2.019,13.0,7.429,363.0,2.0,121.0,69.143,85.124,43.0,24.571,15.0,34.884,7.0,8.0,6.612,46.857,3.0,46.573,2.211,50.088,1.786,2.988,3.176,44.464,1.704,55.185,2.287,31.429,17.143,29.714,4.571,16.571,466.0,81.898,2.079,94.0,16.52,1.532,9.0,1.582,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1896.0,10.834,111.529,3.332,0.606,0.75,44.268,1019.0,53.745,877.0,46.255,66.0,26.0,4.0,15.385,14.857,122.0,2.0,29.313,124.0,70.857,20.462,175.0,17.327,2023
Michael Pittman,IND,WR,16.0,248.2,15.512,542.0,88.13,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940.0,83.779,156.0,109.0,1152.0,4.0,7.385,10.569,69.872,513.0,4.706,53.0,75.0,3.0,9.75,6.813,72.0,5.0,1.0,-1.369,-0.009,49.0,-8.31,542.0,2.125,10.0,6.41,353.0,2.0,116.0,74.359,93.966,29.0,18.59,17.0,58.621,6.0,2.0,1.724,51.923,5.0,54.613,2.392,39.483,1.757,4.982,1.037,44.649,2.103,54.428,2.044,22.436,12.179,35.897,7.692,20.513,394.0,72.694,2.518,141.0,26.015,0.894,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.292,4.857,1232.0,7.897,77.0,2.273,0.935,0.583,28.975,721.0,58.523,511.0,41.477,14.0,14.0,4.0,28.571,8.974,147.0,0.0,25.366,95.0,60.897,14.774,156.0,14.26,2023
Amari Cooper,CLV,WR,15.0,227.0,15.133,514.0,76.831,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836.0,68.75,128.0,72.0,1250.0,5.0,9.766,17.361,56.25,271.0,3.764,51.0,75.0,5.0,8.533,4.8,83.333,7.0,2.0,30.732,0.24,165.0,4.5,514.0,2.432,21.0,16.406,731.0,3.0,79.0,61.719,91.139,29.0,22.656,16.0,55.172,16.0,4.0,5.063,50.781,3.0,50.778,3.046,47.082,1.657,1.751,3.444,35.019,2.544,64.591,2.316,39.844,14.844,25.781,6.25,12.5,394.0,76.654,2.525,118.0,22.957,2.161,2.0,0.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1834.0,14.328,122.267,3.568,0.682,0.53,34.689,997.0,54.362,837.0,45.638,18.0,29.0,15.0,51.724,22.656,591.0,3.0,19.133,106.0,82.813,15.186,128.0,10.783,2023
DeVonta Smith,PHI,WR,16.0,229.6,14.35,551.0,91.528,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008.0,86.747,112.0,81.0,1066.0,7.0,9.518,13.16,72.321,294.0,3.63,48.0,63.0,2.0,7.0,5.063,66.625,11.0,5.0,20.03,0.179,247.0,15.38,551.0,1.935,14.0,12.5,471.0,4.0,85.0,75.893,95.294,21.0,18.75,9.0,42.857,7.0,3.0,3.529,57.143,5.0,38.113,1.652,55.898,2.032,5.626,3.0,37.024,1.745,62.613,2.058,26.786,7.143,35.714,4.464,24.107,376.0,68.24,1.646,171.0,31.034,2.532,4.0,0.726,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1350.0,12.054,84.375,2.45,0.79,0.474,27.789,872.0,64.593,478.0,35.407,66.0,20.0,9.0,45.0,17.857,334.0,3.0,18.605,65.0,58.036,9.969,112.0,10.072,2023
Chris Olave,NO,WR,16.0,229.3,14.331,532.0,82.995,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789.0,69.638,138.0,87.0,1123.0,5.0,8.138,12.908,63.043,347.0,3.989,57.0,51.0,5.0,8.625,5.438,70.188,11.0,4.0,28.367,0.206,175.0,3.36,532.0,2.111,16.0,11.594,478.0,1.0,98.0,71.014,88.776,21.0,15.217,6.0,28.571,7.0,4.0,4.082,55.797,4.0,48.496,2.678,48.684,1.614,2.444,1.077,40.414,2.902,59.211,1.584,23.913,11.594,37.681,6.522,20.29,318.0,59.774,2.132,206.0,38.722,1.985,6.0,1.128,6.0,0.0,0.0,0.0,2.0,0.376,0.0,1834.0,13.29,114.625,3.447,0.612,0.579,36.614,929.0,50.654,905.0,49.346,48.0,32.0,7.0,21.875,23.188,228.0,1.0,21.529,94.0,68.116,14.395,138.0,12.31,2023
Ray-Ray McCloud,SF,WR,9.0,28.5,3.167,114.0,21.714,189.0,18.103,3.0,30.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.754,0.918,28.0,113.55,100.0,7.667,2.333,0.0,0.0,2.333,1.0,33.333,15.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.601,15.0,1.796,18.0,1.758,0.683,1.884,1.827,1.5,7.5,189.0,18.103,15.0,12.0,135.0,0.0,9.0,11.25,80.0,87.0,7.25,7.0,41.0,0.0,1.667,1.333,15.0,0.0,0.0,-0.282,-0.019,37.0,16.99,114.0,1.184,2.0,13.333,64.0,0.0,13.0,86.667,92.308,2.0,13.333,2.0,100.0,0.0,1.0,7.692,53.333,1.0,56.14,0.859,37.719,1.814,5.263,0.0,49.123,0.839,50.0,1.509,20.0,6.667,26.667,20.0,26.667,75.0,65.789,1.173,36.0,31.579,1.306,3.0,2.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,6.267,10.444,0.825,1.436,0.059,2.351,83.0,88.298,11.0,11.702,35.0,1.0,0.0,0.0,6.667,0.0,0.0,2.857,7.0,46.667,1.284,18.0,1.758,2023
Jamal Agnew,JAX,WR,10.0,42.3,4.23,136.0,20.575,187.0,16.135,4.0,-2.0,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-2.736,-0.684,-19.0,-129.12,0.0,-0.75,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.883,18.0,2.081,25.0,2.244,1.075,2.287,2.413,1.333,6.0,187.0,16.135,21.0,14.0,225.0,1.0,10.714,16.071,66.667,76.0,5.429,9.0,65.0,0.0,2.1,1.4,22.5,1.0,0.0,-0.963,-0.046,18.0,-0.82,136.0,1.654,2.0,9.524,113.0,1.0,14.0,66.667,100.0,5.0,23.81,3.0,60.0,0.0,0.0,0.0,47.619,0.0,56.618,2.013,41.912,1.228,0.735,0.0,41.176,2.411,58.088,1.139,33.333,9.524,19.048,9.524,23.81,68.0,50.0,1.529,65.0,47.794,1.862,3.0,2.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,12.048,25.3,1.86,0.889,0.083,5.058,149.0,58.893,104.0,41.107,0.0,2.0,2.0,100.0,9.524,113.0,1.0,3.177,14.0,66.667,1.983,25.0,2.244,2023
DK Metcalf,SEA,WR,16.0,225.4,14.088,521.0,84.992,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782.0,76.817,119.0,66.0,1114.0,8.0,9.361,16.879,55.462,367.0,5.561,52.0,73.0,3.0,7.438,4.125,69.625,20.0,7.0,14.712,0.124,250.0,13.42,521.0,2.138,19.0,15.966,633.0,2.0,69.0,57.983,95.652,28.0,23.529,7.0,25.0,7.0,2.0,2.899,51.261,10.0,51.056,2.748,45.489,1.599,3.071,0.25,42.035,3.374,57.582,1.25,40.336,9.244,21.849,5.882,19.328,438.0,84.069,2.372,83.0,15.931,0.904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525.0,12.815,95.313,2.927,0.73,0.55,37.006,788.0,51.672,737.0,48.328,10.0,26.0,11.0,42.308,21.849,391.0,1.0,19.413,95.0,79.832,14.937,119.0,11.96,2023
Kalif Raymond,DET,WR,17.0,97.4,5.729,234.0,36.735,332.0,29.021,7.0,75.0,10.714,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.93,0.276,50.0,155.15,71.429,9.0,1.714,0.0,0.0,1.714,2.0,28.571,51.0,0.0,0.0,8.5,3.286,7.286,0.0,14.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.571,21.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,57.143,8.5,0.0,0.0,0.0,0.0,0.0,0.0,1.4,42.0,4.626,51.0,4.485,1.502,4.626,4.485,1.0,6.0,332.0,29.021,44.0,35.0,489.0,1.0,11.114,13.971,79.545,214.0,6.114,20.0,41.0,0.0,2.588,2.059,28.765,1.0,1.0,11.881,0.27,158.0,37.45,234.0,2.09,9.0,20.455,250.0,1.0,37.0,84.091,94.595,2.0,4.545,2.0,100.0,1.0,1.0,2.703,68.182,1.0,52.991,2.016,44.444,2.298,1.282,0.0,42.308,2.071,56.41,2.152,9.091,6.818,59.091,15.909,9.091,116.0,49.573,2.276,109.0,46.581,1.771,8.0,3.419,4.0,0.0,0.0,0.0,1.0,0.427,0.0,388.0,8.818,22.824,1.658,1.26,0.17,9.487,287.0,73.969,101.0,26.031,6.0,6.0,4.0,66.667,13.636,122.0,1.0,6.907,28.0,63.636,4.348,51.0,4.485,2023
Brandon Powell,MIN,WR,13.0,69.1,5.315,268.0,39.528,384.0,34.783,5.0,17.0,3.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.202,-0.04,16.0,27.56,40.0,2.6,0.8,1.0,20.0,0.8,0.0,0.0,0.0,0.0,0.0,3.0,1.8,0.0,0.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,60.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.272,34.0,4.162,49.0,4.575,1.748,4.749,5.052,1.0,6.8,384.0,34.783,44.0,29.0,324.0,1.0,7.364,11.172,65.909,104.0,3.586,18.0,28.0,0.0,3.385,2.231,24.923,3.0,1.0,12.63,0.287,42.0,-0.33,268.0,1.209,6.0,13.636,150.0,0.0,31.0,70.455,93.548,7.0,15.909,2.0,28.571,2.0,1.0,3.226,47.727,4.0,42.91,1.026,54.104,1.414,1.866,0.0,37.313,1.01,61.567,1.345,27.273,2.273,36.364,2.273,27.273,92.0,34.328,1.457,169.0,63.06,1.118,7.0,2.612,0.143,0.0,0.0,0.0,0.0,0.0,0.0,332.0,7.545,25.538,1.239,0.976,0.144,6.727,220.0,66.265,112.0,33.735,8.0,4.0,3.0,75.0,9.091,75.0,0.0,6.49,22.0,50.0,3.094,49.0,4.575,2023
Courtland Sutton,DEN,WR,16.0,196.2,12.262,436.0,77.168,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733.0,69.479,90.0,59.0,772.0,10.0,8.578,13.085,65.556,156.0,2.644,38.0,46.0,0.0,5.625,3.688,48.25,15.0,9.0,9.826,0.109,160.0,10.43,436.0,1.771,14.0,15.556,408.0,2.0,74.0,82.222,79.73,24.0,26.667,13.0,54.167,10.0,6.0,8.108,50.0,3.0,46.789,2.015,49.771,1.548,2.294,2.5,34.633,2.351,64.22,1.489,23.333,17.778,32.222,5.556,20.0,324.0,74.312,1.84,106.0,24.312,1.642,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.147,0.4,1060.0,11.778,66.25,2.431,0.728,0.436,28.169,801.0,75.566,259.0,24.434,78.0,18.0,9.0,50.0,20.0,288.0,2.0,15.929,50.0,55.556,8.278,90.0,8.858,2023
Deonte Harty,BUF,WR,16.0,36.0,2.25,100.0,16.584,139.0,11.952,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.81,-0.453,-12.0,-99.45,0.0,-3.0,3.0,1.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.781,19.0,2.118,25.0,2.242,1.031,2.417,2.49,1.333,6.333,139.0,11.952,21.0,15.0,150.0,1.0,7.143,10.0,71.429,79.0,5.267,9.0,43.0,0.0,1.313,0.938,9.375,0.0,0.0,2.381,0.113,31.0,6.07,100.0,1.5,2.0,9.524,68.0,0.0,15.0,71.429,100.0,2.0,9.524,1.0,50.0,0.0,0.0,0.0,57.143,5.0,43.0,1.721,52.0,1.462,5.0,0.0,39.0,2.205,61.0,1.049,33.333,4.762,33.333,19.048,4.762,37.0,37.0,2.216,53.0,53.0,1.075,10.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,227.0,10.81,14.188,2.27,0.661,0.084,4.528,80.0,35.242,147.0,64.758,0.0,4.0,2.0,50.0,19.048,68.0,0.0,3.483,8.0,38.095,1.229,25.0,2.242,2023
Terry McLaurin,WAS,WR,17.0,203.2,11.953,615.0,87.732,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907.0,82.907,132.0,79.0,1002.0,4.0,7.591,12.684,59.848,350.0,4.43,47.0,48.0,1.0,7.765,4.647,58.941,9.0,4.0,18.454,0.14,72.0,-6.15,615.0,1.629,15.0,11.364,450.0,3.0,86.0,65.152,91.86,32.0,24.242,16.0,50.0,7.0,1.0,1.163,43.182,6.0,47.805,1.745,50.407,1.558,1.463,0.667,42.276,1.958,57.398,1.397,37.879,6.061,24.242,4.545,25.758,519.0,84.39,1.678,94.0,15.285,1.17,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.325,10.5,1508.0,11.424,88.706,2.452,0.664,0.504,31.687,762.0,50.531,746.0,49.469,20.0,28.0,9.0,32.143,21.212,281.0,3.0,18.83,86.0,65.152,11.701,132.0,12.453,2023
Diontae Johnson,PIT,WR,13.0,152.0,11.692,344.0,63.469,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.0,52.896,87.0,51.0,710.0,5.0,8.161,13.922,58.621,254.0,4.98,37.0,71.0,0.0,6.692,3.923,54.615,8.0,4.0,13.952,0.16,88.0,-0.3,344.0,2.064,10.0,11.494,349.0,2.0,58.0,66.667,87.931,16.0,18.391,7.0,43.75,3.0,3.0,5.172,50.575,8.0,47.674,2.695,49.419,1.535,1.744,0.5,38.372,3.394,60.465,1.24,27.586,17.241,29.885,8.046,16.092,274.0,79.651,2.252,68.0,19.767,1.368,2.0,0.581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1106.0,12.713,85.077,3.215,0.642,0.446,29.252,604.0,54.611,502.0,45.389,67.0,17.0,5.0,29.412,19.54,147.0,1.0,16.052,61.0,70.115,10.777,87.0,8.455,2023
Tyler Lockett,SEA,WR,17.0,198.4,11.671,534.0,87.113,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.0,77.701,122.0,79.0,894.0,5.0,7.328,11.316,64.754,210.0,2.658,47.0,37.0,0.0,7.176,4.647,52.588,14.0,4.0,29.202,0.239,130.0,0.6,534.0,1.674,9.0,7.377,247.0,1.0,85.0,69.672,92.941,25.0,20.492,10.0,40.0,5.0,2.0,2.353,59.836,4.0,49.438,1.549,47.004,1.773,3.184,2.353,42.322,1.456,57.303,1.846,27.869,10.656,36.066,0.82,22.951,351.0,65.73,1.869,171.0,32.022,1.351,12.0,2.247,0.583,0.0,0.0,0.0,0.0,0.0,0.0,1322.0,10.836,77.765,2.476,0.676,0.523,32.08,773.0,58.472,549.0,41.528,31.0,19.0,4.0,21.053,15.574,139.0,1.0,19.902,83.0,68.033,13.05,122.0,12.261,2023
Tee Higgins,CIN,WR,12.0,137.6,11.467,388.0,58.346,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.0,50.928,76.0,42.0,656.0,5.0,8.632,15.619,55.263,235.0,5.595,33.0,80.0,2.0,6.333,3.5,54.667,8.0,4.0,7.091,0.093,159.0,14.55,388.0,1.691,8.0,10.526,270.0,2.0,55.0,72.368,76.364,18.0,23.684,6.0,33.333,5.0,6.0,10.909,53.947,5.0,42.784,1.343,54.381,2.033,2.577,0.4,32.216,1.136,67.526,1.962,36.842,11.842,31.579,2.632,17.105,315.0,81.186,1.644,72.0,18.557,1.917,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.258,0.0,973.0,12.803,81.083,2.508,0.674,0.347,25.129,608.0,62.487,365.0,37.513,71.0,13.0,3.0,23.077,17.105,100.0,1.0,11.429,60.0,78.947,8.633,76.0,7.252,2023
Drake London,ATL,WR,16.0,171.5,10.719,462.0,81.053,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.0,73.956,110.0,69.0,905.0,2.0,8.227,13.116,62.727,188.0,2.725,46.0,45.0,2.0,6.875,4.313,56.563,7.0,2.0,1.025,0.009,66.0,-4.78,462.0,1.959,17.0,15.455,440.0,0.0,78.0,70.909,88.462,23.0,20.909,11.0,47.826,7.0,2.0,2.564,53.636,3.0,46.753,1.806,50.216,2.172,2.814,0.846,28.788,1.917,70.996,1.982,40.0,12.727,23.636,1.818,20.909,345.0,74.675,1.974,116.0,25.108,1.931,1.0,0.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1264.0,11.491,79.0,2.736,0.716,0.493,29.118,829.0,65.585,435.0,34.415,11.0,19.0,11.0,57.895,17.273,301.0,0.0,19.298,92.0,83.636,15.257,110.0,10.073,2023
Romeo Doubs,GB,WR,17.0,174.4,10.259,485.0,79.378,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.0,74.071,96.0,59.0,674.0,8.0,7.021,11.424,61.458,134.0,2.271,41.0,36.0,0.0,5.647,3.471,39.647,15.0,8.0,11.204,0.117,81.0,-2.28,485.0,1.39,7.0,7.292,195.0,1.0,73.0,76.042,80.822,21.0,21.875,10.0,47.619,4.0,3.0,4.11,52.083,1.0,48.866,0.857,46.804,1.938,3.918,1.632,37.113,0.767,62.474,1.769,29.167,17.708,35.417,6.25,11.458,405.0,83.505,1.343,80.0,16.495,1.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1126.0,11.729,66.235,2.322,0.599,0.395,22.817,716.0,63.588,410.0,36.412,11.0,14.0,5.0,35.714,14.583,150.0,1.0,15.712,63.0,65.625,9.921,96.0,9.125,2023
Josh Downs,IND,WR,17.0,157.1,9.241,464.0,75.447,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.0,67.825,98.0,68.0,771.0,2.0,7.867,11.338,69.388,371.0,5.456,30.0,59.0,1.0,5.765,4.0,45.353,4.0,1.0,34.707,0.354,76.0,-2.0,464.0,1.662,10.0,10.204,334.0,1.0,78.0,79.592,87.179,14.0,14.286,7.0,50.0,3.0,3.0,3.846,52.041,11.0,55.819,1.73,38.578,1.626,4.526,1.095,46.767,1.35,52.155,1.938,15.306,18.367,35.714,11.224,17.347,68.0,14.655,2.132,385.0,82.974,1.566,11.0,2.371,2.091,0.0,0.0,0.0,0.0,0.0,0.0,707.0,7.214,41.588,1.524,1.091,0.355,16.627,456.0,64.498,251.0,35.502,10.0,12.0,5.0,41.667,12.245,166.0,0.0,15.935,52.0,53.061,8.087,98.0,8.958,2023
Tyquan Thornton,NE,WR,9.0,27.2,3.022,128.0,21.157,212.0,20.345,3.0,51.0,17.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,27.0,161.0,66.667,1.333,15.667,2.0,66.667,15.667,1.0,33.333,39.0,0.0,0.0,24.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.667,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.723,16.0,2.089,26.0,2.549,0.806,2.213,2.661,1.0,5.333,212.0,20.345,23.0,13.0,91.0,0.0,3.957,7.0,56.522,50.0,3.846,3.0,15.0,0.0,2.556,1.444,10.111,1.0,0.0,-7.127,-0.31,-86.0,-61.75,128.0,0.711,0.0,0.0,0.0,0.0,15.0,65.217,86.667,4.0,17.391,1.0,25.0,0.0,1.0,6.667,21.739,1.0,64.063,0.683,34.375,0.75,0.781,0.0,51.563,0.53,47.656,0.885,30.435,13.043,39.13,8.696,8.696,96.0,75.0,0.771,30.0,23.438,0.567,2.0,1.563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,10.0,25.556,1.797,0.396,0.096,5.632,90.0,39.13,140.0,60.87,42.0,4.0,0.0,0.0,17.391,0.0,0.0,3.802,14.0,60.87,2.233,26.0,2.549,2023
Michael Thomas,NO,WR,10.0,89.8,8.98,323.0,50.39,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.0,43.248,64.0,39.0,448.0,1.0,7.0,11.487,60.938,100.0,2.564,21.0,31.0,0.0,6.4,3.9,44.8,7.0,1.0,22.882,0.358,-2.0,-12.92,323.0,1.387,4.0,6.25,102.0,0.0,44.0,68.75,88.636,16.0,25.0,8.0,50.0,6.0,2.0,4.545,54.688,3.0,47.059,1.336,49.845,1.497,3.096,0.4,39.319,1.591,60.681,1.255,35.938,17.188,14.063,0.0,31.25,229.0,70.898,1.354,94.0,29.102,1.468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,10.156,65.0,2.012,0.689,0.241,12.977,375.0,57.692,275.0,42.308,11.0,10.0,2.0,20.0,15.625,51.0,0.0,9.984,53.0,82.813,8.116,64.0,5.709,2023
Darius Slayton,NYG,WR,17.0,151.0,8.882,497.0,82.421,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843.0,74.933,79.0,50.0,770.0,4.0,9.747,15.4,63.291,298.0,5.96,29.0,80.0,1.0,4.647,2.941,45.294,2.0,0.0,-2.22,-0.028,126.0,8.28,497.0,1.549,11.0,13.924,409.0,3.0,57.0,72.152,87.719,16.0,20.253,3.0,18.75,3.0,3.0,5.263,51.899,9.0,52.918,1.422,45.473,1.752,1.61,0.0,38.431,1.45,61.569,1.611,25.316,13.924,27.848,6.329,21.519,335.0,67.404,1.642,160.0,32.193,1.363,2.0,0.402,1.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,12.241,56.882,1.946,0.796,0.375,25.461,592.0,61.22,375.0,38.78,33.0,17.0,7.0,41.176,21.519,314.0,3.0,13.101,51.0,64.557,7.601,79.0,7.474,2023
