position,bucket,n,mean_residual_pct,median_residual_pct,mean_residual_points,mean_actual_fp,mean_expected_fp,weather_mean,weather_variable
TE,light,504,-0.01109331422444274,-0.14296466164426103,-0.7982234260719189,11.379484126984128,12.177707553056047,0.18020833333333333,rain_mm_h_avg
TE,moderate,226,-0.012028940187527261,-0.1657649875829384,-1.1792916696549562,11.487699115044249,12.666990784699205,1.0690265486725663,rain_mm_h_avg
TE,heavy,29,-0.10251856807392211,-0.20572131023478007,-1.4686502386407634,11.137931034482758,12.606581273123522,3.8241379310344823,rain_mm_h_avg
WR,none/trace,2866,0.02309792618914698,-0.02706915270074624,-0.024990841808233796,32.86954640614096,32.894537247949195,0.0010118632240055827,rain_mm_h_avg
WR,light,505,0.03874597078568202,-0.02351458716913644,0.11045705659737995,33.17992079207921,33.069463735481825,0.18034653465346534,rain_mm_h_avg
WR,moderate,227,-0.06145950416655641,-0.11242079704263477,-2.7896258727619965,29.856211453744496,32.64583732650649,1.0705947136563876,rain_mm_h_avg
WR,heavy,30,-0.15923855816072566,-0.17980034491826874,-5.626433575994822,26.482000000000003,32.10843357599482,3.8699999999999997,rain_mm_h_avg
DST,none/trace,3475,0.08644585692009148,-0.12360803339275098,-0.021101541836811975,5.270791366906475,5.2918929087432875,8.057553956834533e-05,snow_cm_h_avg
DST,light,31,0.1903387156706621,-0.10635798548078912,0.634373140046009,5.290322580645161,4.655949440599152,0.05137096774193549,snow_cm_h_avg
DST,moderate,38,0.03379568064928183,-0.1123671497507377,0.00911772374268891,4.7631578947368425,4.754040170994153,0.2413157894736842,snow_cm_h_avg
DST,heavy,10,0.36506378574747866,0.2197054937476787,1.5741833490232733,5.2,3.6258166509767262,0.7350000000000001,snow_cm_h_avg
DST,extreme,2,0.8953995960785153,0.8953995960785153,4.011394403537358,10.0,5.988605596462642,1.68,snow_cm_h_avg
K,none/trace,3535,0.05738789520677705,-0.04031256269494317,0.021943784415415307,7.876379066478076,7.854435282062661,7.920792079207921e-05,snow_cm_h_avg
K,light,31,-0.14198680233464425,-0.2878806026882511,-1.4890811796000705,6.516129032258065,8.005210211858135,0.05193548387096775,snow_cm_h_avg
K,moderate,38,-0.21202000238901944,-0.24663036156175183,-1.7911534638032975,5.868421052631579,7.659574516434875,0.2413157894736842,snow_cm_h_avg
K,heavy,10,0.11971497660565053,-0.13067179406738116,-0.3038976875862547,6.5,6.803897687586255,0.7350000000000001,snow_cm_h_avg
K,extreme,2,-0.12742361153811424,-0.12742361153811424,-0.3635840207910337,6.5,6.863584020791034,1.68,snow_cm_h_avg
QB,none/trace,3541,0.03532414460954225,-0.02043640798000473,0.007528020995846391,16.35932787348207,16.35179985248622,7.907370799209264e-05,snow_cm_h_avg
QB,light,32,-0.18545583447155686,-0.19963646819458064,-3.3806134991441548,14.605,17.985613499144154,0.05140625000000001,snow_cm_h_avg
QB,moderate,38,0.04969892213965234,-0.04760975691963301,-0.025086264430426736,16.725789473684213,16.750875738114637,0.2413157894736842,snow_cm_h_avg
QB,heavy,10,-0.05622504898195517,-0.3393302053586875,-1.15445701720366,13.690000000000001,14.844457017203661,0.7350000000000001,snow_cm_h_avg
QB,extreme,2,-0.8168232940710125,-0.8168232940710125,-9.127734790617174,1.8600000000000003,10.987734790617175,1.68,snow_cm_h_avg
RB,none/trace,3546,0.02618039168007728,-0.05376706984843684,-0.05982329255244281,22.47664410603497,22.536467398587416,7.896221094190638e-05,snow_cm_h_avg
RB,light,32,-0.028629009206594436,-0.06974415629535646,-1.105423033623332,23.243750000000002,24.349173033623334,0.05140625000000001,snow_cm_h_avg
